city,pincode,district,state,country
Suddapalle,516434,Y.S.R.,ANDHRA PRADESH,india
Nakkaladinne,516355,Y.S.R.,ANDHRA PRADESH,india
Arakatavemula,516359,Y.S.R.,ANDHRA PRADESH,india
Penikalapadu,516380,Y.S.R.,ANDHRA PRADESH,india
Uppaluru,516380,Y.S.R.,ANDHRA PRADESH,india
Annaluru,516172,Y.S.R.,ANDHRA PRADESH,india
Annapusastrulapalle,516172,Y.S.R.,ANDHRA PRADESH,india
Ganjikunta,516173,Y.S.R.,ANDHRA PRADESH,india
N Kottalapalle,516411,Y.S.R.,ANDHRA PRADESH,india
Seshareddipalle,516411,Y.S.R.,ANDHRA PRADESH,india
Kammavaripalle,516432,Y.S.R.,ANDHRA PRADESH,india
Mekalabalayapalle,516312,Y.S.R.,ANDHRA PRADESH,india
Kodur,516309,Y.S.R.,ANDHRA PRADESH,india
Thummalapalle,516309,Y.S.R.,ANDHRA PRADESH,india
Inagalur,516421,Y.S.R.,ANDHRA PRADESH,india
Ankalammagudur,516484,Y.S.R.,ANDHRA PRADESH,india
Kokatam,516289,Y.S.R.,ANDHRA PRADESH,india
Podadurthy,516289,Y.S.R.,ANDHRA PRADESH,india
Gandlur,516444,Y.S.R.,ANDHRA PRADESH,india
Mangapatnam,516444,Y.S.R.,ANDHRA PRADESH,india
Y Kothapalle,516464,Y.S.R.,ANDHRA PRADESH,india
Kommanuthala,516396,Y.S.R.,ANDHRA PRADESH,india
Lopatnuthala,516396,Y.S.R.,ANDHRA PRADESH,india
Velidandla,516396,Y.S.R.,ANDHRA PRADESH,india
Minnaiahgaripalle,516218,Y.S.R.,ANDHRA PRADESH,india
Thummalur,516218,Y.S.R.,ANDHRA PRADESH,india
Kammavaripalle,516216,Y.S.R.,ANDHRA PRADESH,india
Paidikalva,516216,Y.S.R.,ANDHRA PRADESH,india
Pathasankatipalle,516216,Y.S.R.,ANDHRA PRADESH,india
Rachavaripalle,516216,Y.S.R.,ANDHRA PRADESH,india
Ramapuram,516216,Y.S.R.,ANDHRA PRADESH,india
Thippireddypalle,516216,Y.S.R.,ANDHRA PRADESH,india
Chinnarangapuram,516391,Y.S.R.,ANDHRA PRADESH,india
Gollalagudur,516391,Y.S.R.,ANDHRA PRADESH,india
Pulivendlakutcherry,516391,Y.S.R.,ANDHRA PRADESH,india
Gotur,516391,Y.S.R.,ANDHRA PRADESH,india
Venkatapuram,516391,Y.S.R.,ANDHRA PRADESH,india
Duggannagaripalle,516350,Y.S.R.,ANDHRA PRADESH,india
Pamuluru,516350,Y.S.R.,ANDHRA PRADESH,india
Regadipalle,516474,Y.S.R.,ANDHRA PRADESH,india
Thirumallayapalle,516474,Y.S.R.,ANDHRA PRADESH,india
Yenamalachintala,516474,Y.S.R.,ANDHRA PRADESH,india
Buchupalle,516401,Y.S.R.,ANDHRA PRADESH,india
Lomada,516401,Y.S.R.,ANDHRA PRADESH,india
Veerannagattupalle,516329,Y.S.R.,ANDHRA PRADESH,india
Galivaripalle,516293,Y.S.R.,ANDHRA PRADESH,india
Peddaputta,516293,Y.S.R.,ANDHRA PRADESH,india
Gangireddypalle,516321,Y.S.R.,ANDHRA PRADESH,india
Ramireddypalle,516321,Y.S.R.,ANDHRA PRADESH,india
Yerramalapalle,516321,Y.S.R.,ANDHRA PRADESH,india
Pendluru,516349,Y.S.R.,ANDHRA PRADESH,india
VKothapalle,516349,Y.S.R.,ANDHRA PRADESH,india
Dudhevaripalle,517194,Tirupati,ANDHRA PRADESH,india
Rangannagarigadda,517193,Tirupati,ANDHRA PRADESH,india
Nagarimadugu,517277,Annamayya,ANDHRA PRADESH,india
Sakamvaripalle,517277,Annamayya,ANDHRA PRADESH,india
Gundlaguttapalle,517152,Tirupati,ANDHRA PRADESH,india
Mogarala,517152,Tirupati,ANDHRA PRADESH,india
Kotakonda,517297,Annamayya,ANDHRA PRADESH,india
Sangasamudram,517297,Annamayya,ANDHRA PRADESH,india
Gorantlapalle,517213,CHITTOOR,ANDHRA PRADESH,india
Maddulacheruvupalem,517213,CHITTOOR,ANDHRA PRADESH,india
Mallarapuvandlapalle,517213,CHITTOOR,ANDHRA PRADESH,india
Nuthanakalava,517213,CHITTOOR,ANDHRA PRADESH,india
Aramadakalavandlapalle,517236,Annamayya,ANDHRA PRADESH,india
Devalapalle,517236,Annamayya,ANDHRA PRADESH,india
Thuvvapalle,517236,Annamayya,ANDHRA PRADESH,india
Chintalavaripalli,517234,CHITTOOR,ANDHRA PRADESH,india
Palem,517234,CHITTOOR,ANDHRA PRADESH,india
Vootupalle,517234,CHITTOOR,ANDHRA PRADESH,india
Errakotapalle,517235,Annamayya,ANDHRA PRADESH,india
Gundluru,517235,Annamayya,ANDHRA PRADESH,india
Thimmapuram,517235,Annamayya,ANDHRA PRADESH,india
Kavetigaripalle,517172,CHITTOOR,ANDHRA PRADESH,india
Pallavolu,517237,CHITTOOR,ANDHRA PRADESH,india
Peddaramapuram,517112,CHITTOOR,ANDHRA PRADESH,india
Sankampalle,517112,CHITTOOR,ANDHRA PRADESH,india
Venuthanapalle,517112,CHITTOOR,ANDHRA PRADESH,india
Bodumallulavaripalle,517214,Annamayya,ANDHRA PRADESH,india
Doddipalle,517214,Annamayya,ANDHRA PRADESH,india
Mudupulavemula,517214,Annamayya,ANDHRA PRADESH,india
Vadlakunta,517214,Annamayya,ANDHRA PRADESH,india
Vepulabailu,517214,Annamayya,ANDHRA PRADESH,india
Jangavandlapalle,517192,Tirupati,ANDHRA PRADESH,india
T.Rachapalle,517291,Annamayya,ANDHRA PRADESH,india
Obulampalle,517299,Annamayya,ANDHRA PRADESH,india
Gottipudi,517536,Tirupati,ANDHRA PRADESH,india
Obulayapalle,517536,Tirupati,ANDHRA PRADESH,india
Pillamadu,517536,Tirupati,ANDHRA PRADESH,india
Chodavaram,533352,EAST GODAVARI,ANDHRA PRADESH,india
Kukkambakam,517645,Tirupati,ANDHRA PRADESH,india
Santhavelur,517645,Tirupati,ANDHRA PRADESH,india
Kathirapalle,517582,CHITTOOR,ANDHRA PRADESH,india
Kollagunta,517582,CHITTOOR,ANDHRA PRADESH,india
Adavaram,517643,Tirupati,ANDHRA PRADESH,india
Anjuru,517643,Tirupati,ANDHRA PRADESH,india
Chittathur,517643,Tirupati,ANDHRA PRADESH,india
Kanchanapalle,517643,Tirupati,ANDHRA PRADESH,india
Ragigunta,517643,Tirupati,ANDHRA PRADESH,india
Bytikodiyambedu,517589,Tirupati,ANDHRA PRADESH,india
Govardhanagiri,517589,Tirupati,ANDHRA PRADESH,india
Iruguvoi,517590,CHITTOOR,ANDHRA PRADESH,india
Kothur Venkatapuram,517590,CHITTOOR,ANDHRA PRADESH,india
Veerakaveri Rajapuram,517590,CHITTOOR,ANDHRA PRADESH,india
Aranyam Kandriga,517581,Tirupati,ANDHRA PRADESH,india
Gollapalle,517620,Tirupati,ANDHRA PRADESH,india
Kshurikapuram,517586,CHITTOOR,ANDHRA PRADESH,india
Sriharipuram,517586,CHITTOOR,ANDHRA PRADESH,india
Peddakanuparthi,517642,CHITTOOR,ANDHRA PRADESH,india
Chinnarajukuppam,517583,Tirupati,ANDHRA PRADESH,india
Thorur,517583,Tirupati,ANDHRA PRADESH,india
Irugulam,517646,Tirupati,ANDHRA PRADESH,india
Pravalvanneswarapuram,517588,Tirupati,ANDHRA PRADESH,india
Ammapalem,517641,Tirupati,ANDHRA PRADESH,india
Kapugunneri,517641,Tirupati,ANDHRA PRADESH,india
Maddiledu,517641,Tirupati,ANDHRA PRADESH,india
Chilamathur,517646,Tirupati,ANDHRA PRADESH,india
Kadur,517541,CHITTOOR,ANDHRA PRADESH,india
Parameswaramangalam,517584,Tirupati,ANDHRA PRADESH,india
Anjimedu,517619,Tirupati,ANDHRA PRADESH,india
Chindepalle,517619,Tirupati,ANDHRA PRADESH,india
Modugulapalem,517619,Tirupati,ANDHRA PRADESH,india
Balijapalli,517561,Tirupati,ANDHRA PRADESH,india
Chuttuguntaramapuram,517561,Tirupati,ANDHRA PRADESH,india
Durga Samudram,517561,Tirupati,ANDHRA PRADESH,india
Nennur,517561,Tirupati,ANDHRA PRADESH,india
Pathagunta,517569,CHITTOOR,ANDHRA PRADESH,india
Madhavamala,517520,Tirupati,ANDHRA PRADESH,india
Mamanduru,517520,Tirupati,ANDHRA PRADESH,india
Pillapalem,517520,Tirupati,ANDHRA PRADESH,india
Thummalagunta,517502,Tirupati,ANDHRA PRADESH,india
Veterinary Science College,517502,Tirupati,ANDHRA PRADESH,india
Akkarampalli,517507,Tirupati,ANDHRA PRADESH,india
Thimminaidupalem,517507,Tirupati,ANDHRA PRADESH,india
Brahmanapattu,517551,Tirupati,ANDHRA PRADESH,india
Obularajukandriga,517551,Tirupati,ANDHRA PRADESH,india
Thirumanyam Rajula Kandriga,517551,Tirupati,ANDHRA PRADESH,india
Aibhimavaram,534235,WEST GODAVARI,ANDHRA PRADESH,india
Cherukumilli,534235,WEST GODAVARI,ANDHRA PRADESH,india
Kallakuru,534237,WEST GODAVARI,ANDHRA PRADESH,india
Jakkaram,534206,WEST GODAVARI,ANDHRA PRADESH,india
Korukollu,534209,WEST GODAVARI,ANDHRA PRADESH,india
Mamuduru,534238,WEST GODAVARI,ANDHRA PRADESH,india
Jonnalapalem,534240,WEST GODAVARI,ANDHRA PRADESH,india
Peda amiram,534204,WEST GODAVARI,ANDHRA PRADESH,india
Dusanapudi,534243,WEST GODAVARI,ANDHRA PRADESH,india
Perkipalem,534243,WEST GODAVARI,ANDHRA PRADESH,india
Vankayalapalem,534244,WEST GODAVARI,ANDHRA PRADESH,india
Juvvalapalem,534236,WEST GODAVARI,ANDHRA PRADESH,india
Kathavapadu,534126,WEST GODAVARI,ANDHRA PRADESH,india
Voduru,534126,WEST GODAVARI,ANDHRA PRADESH,india
Deva,534123,WEST GODAVARI,ANDHRA PRADESH,india
Neredumilli,534268,WEST GODAVARI,ANDHRA PRADESH,india
Penumadam,534267,WEST GODAVARI,ANDHRA PRADESH,india
Vedangi Palem,534265,WEST GODAVARI,ANDHRA PRADESH,india
Vadlavani Palem,534265,WEST GODAVARI,ANDHRA PRADESH,india
Varidhanam,534265,WEST GODAVARI,ANDHRA PRADESH,india
Pandithavilluru,534122,WEST GODAVARI,ANDHRA PRADESH,india
Chinagolla Palem,534281,WEST GODAVARI,ANDHRA PRADESH,india
Chittavaram,534275,WEST GODAVARI,ANDHRA PRADESH,india
Linganaboyinacherla,534275,WEST GODAVARI,ANDHRA PRADESH,india
Mylavanilanka,534280,WEST GODAVARI,ANDHRA PRADESH,india
Kanchumarru,534230,WEST GODAVARI,ANDHRA PRADESH,india
Manchili,534134,WEST GODAVARI,ANDHRA PRADESH,india
Yeraih Cheruvu,534217,WEST GODAVARI,ANDHRA PRADESH,india
Satyawada,534218,WEST GODAVARI,ANDHRA PRADESH,india
Tadiparru,534227,WEST GODAVARI,ANDHRA PRADESH,india
Kothalaparru,534320,WEST GODAVARI,ANDHRA PRADESH,india
Koyyetipadu,534320,WEST GODAVARI,ANDHRA PRADESH,india
Rapaka,534320,WEST GODAVARI,ANDHRA PRADESH,india
Velagalavariplalem,534124,WEST GODAVARI,ANDHRA PRADESH,india
Kannai Kumudavalli,534328,WEST GODAVARI,ANDHRA PRADESH,india
Tamarada,534324,WEST GODAVARI,ANDHRA PRADESH,india
Venkatramapuram,534324,WEST GODAVARI,ANDHRA PRADESH,india
Kavalipuram,534222,WEST GODAVARI,ANDHRA PRADESH,india
Galayagudem,534450,Eluru,ANDHRA PRADESH,india
Bhogapuram,534427,Eluru,ANDHRA PRADESH,india
Bhogapuram,534007,Eluru,ANDHRA PRADESH,india
Kalaparru,534007,Eluru,ANDHRA PRADESH,india
Kokkiripadu,534007,Eluru,ANDHRA PRADESH,india
Gogunta,534437,Eluru,ANDHRA PRADESH,india
Punikollu,534437,Eluru,ANDHRA PRADESH,india
Pedakadimi,534003,Eluru,ANDHRA PRADESH,india
Pinakadimi,534003,Eluru,ANDHRA PRADESH,india
Chodimella,534002,Eluru,ANDHRA PRADESH,india
Kothuru,534002,Eluru,ANDHRA PRADESH,india
Polasanipally,534425,Eluru,ANDHRA PRADESH,india
Alivery,534448,Eluru,ANDHRA PRADESH,india
Rachuru,534448,Eluru,ANDHRA PRADESH,india
Narayanapuram,534406,Eluru,ANDHRA PRADESH,india
Rachuru,534406,WEST GODAVARI,ANDHRA PRADESH,india
Balavarigudem,534460,Eluru,ANDHRA PRADESH,india
Yendapalli,534460,Eluru,ANDHRA PRADESH,india
Yerraguntapally,534460,Eluru,ANDHRA PRADESH,india
Kothapally,534462,Eluru,ANDHRA PRADESH,india
Rangapuram,534462,Eluru,ANDHRA PRADESH,india
Ramannagudem,534426,Eluru,ANDHRA PRADESH,india
Timmapuram,534426,Eluru,ANDHRA PRADESH,india
Srinivaspuram,534455,Eluru,ANDHRA PRADESH,india
Ankannagudem,534456,Eluru,ANDHRA PRADESH,india
Kamaiahpalem,534456,Eluru,ANDHRA PRADESH,india
Makkinavarigudem,534456,Eluru,ANDHRA PRADESH,india
Puchikapadu,534456,Eluru,ANDHRA PRADESH,india
Vankavarigudem,534456,Eluru,ANDHRA PRADESH,india
Adamilli,534449,Eluru,ANDHRA PRADESH,india
Ankalampadu,534449,Eluru,ANDHRA PRADESH,india
Karicherlagudem,534312,WEST GODAVARI,ANDHRA PRADESH,india
Kethavaram,534312,Eluru,ANDHRA PRADESH,india
Seethampeta,534312,Eluru,ANDHRA PRADESH,india
Jagannadhapuram,534312,WEST GODAVARI,ANDHRA PRADESH,india
Ch.Pothepalli,534451,Eluru,ANDHRA PRADESH,india
Nagireddigudem,534461,Eluru,ANDHRA PRADESH,india
Vidyanagar,534450,Eluru,ANDHRA PRADESH,india
RAMAVARAM,534444,Eluru,ANDHRA PRADESH,india
Ganapavaram,534444,Eluru,ANDHRA PRADESH,india
Seetharamanagar,534444,Eluru,ANDHRA PRADESH,india
Bommuluru,521330,KRISHNA,ANDHRA PRADESH,india
Jayapuram,521324,KRISHNA,ANDHRA PRADESH,india
Komallapudi,521320,KRISHNA,ANDHRA PRADESH,india
Lakshmipuram,521320,KRISHNA,ANDHRA PRADESH,india
Chintapadu,521333,Eluru,ANDHRA PRADESH,india
Mattagunta,521344,Eluru,ANDHRA PRADESH,india
Vemavarappadu,521343,Eluru,ANDHRA PRADESH,india
Ayyavarirudravaram,521345,Eluru,ANDHRA PRADESH,india
Gannavaram,521345,Eluru,ANDHRA PRADESH,india
Prathipadu,521345,Eluru,ANDHRA PRADESH,india
Takkellapadu,521345,Eluru,ANDHRA PRADESH,india
Guraza,521325,Eluru,ANDHRA PRADESH,india
Vadali,521325,Eluru,ANDHRA PRADESH,india
Koduru,531002,VISAKHAPATANAM,ANDHRA PRADESH,india
Vadarlapadu,521340,Eluru,ANDHRA PRADESH,india
Chinatummidi,521329,KRISHNA,ANDHRA PRADESH,india
Pedatummidi,521329,KRISHNA,ANDHRA PRADESH,india
Enamadala,521202,Eluru,ANDHRA PRADESH,india
Kothapalli,521111,KRISHNA,ANDHRA PRADESH,india
Polasanipalli,521111,Eluru,ANDHRA PRADESH,india
Jangamgudem,521111,Eluru,ANDHRA PRADESH,india
Pallerlamudi,521105,Eluru,ANDHRA PRADESH,india
Vemanda,521311,Eluru,ANDHRA PRADESH,india
Kakulapadu,521106,KRISHNA,ANDHRA PRADESH,india
Puttagunta,521106,KRISHNA,ANDHRA PRADESH,india
Chintalavalli,521207,Eluru,ANDHRA PRADESH,india
Katrenipadu,521207,Eluru,ANDHRA PRADESH,india
Gudipadu,521213,Eluru,ANDHRA PRADESH,india
Chatrai,521214,Eluru,ANDHRA PRADESH,india
Kalagara,521214,NTR,ANDHRA PRADESH,india
Kotapadu,521214,Eluru,ANDHRA PRADESH,india
Jagannadhapuram,521215,NTR,ANDHRA PRADESH,india
Maddulaparva,521215,NTR,ANDHRA PRADESH,india
Narasapuram,521215,NTR,ANDHRA PRADESH,india
Amudalapalli,521312,Eluru,ANDHRA PRADESH,india
Erramadu,521403,NTR,ANDHRA PRADESH,india
Dundiralapadu,521401,NTR,ANDHRA PRADESH,india
Bandarugudem,521109,KRISHNA,ANDHRA PRADESH,india
Chiravada,521109,KRISHNA,ANDHRA PRADESH,india
Rolupadu,521235,KRISHNA,ANDHRA PRADESH,india
Kodurupadu,521110,KRISHNA,ANDHRA PRADESH,india
Remalle,521110,KRISHNA,ANDHRA PRADESH,india
Nidigallu,524404,Tirupati,ANDHRA PRADESH,india
Yachavaram,524404,Tirupati,ANDHRA PRADESH,india
Chinnagopavaram,524341,SPSR NELLORE,ANDHRA PRADESH,india
Nindali,524406,Tirupati,ANDHRA PRADESH,india
Tamminapatnam,524412,Tirupati,ANDHRA PRADESH,india
Adurupalli,524342,SPSR NELLORE,ANDHRA PRADESH,india
Velampalli,524134,Tirupati,ANDHRA PRADESH,india
Bojjanapalli,524414,SPSR NELLORE,ANDHRA PRADESH,india
Sydadupalli,524414,SPSR NELLORE,ANDHRA PRADESH,india
Tegacherla,524414,SPSR NELLORE,ANDHRA PRADESH,india
Garimenipenta,524414,SPSR NELLORE,ANDHRA PRADESH,india
Vendodu,524131,SPSR NELLORE,ANDHRA PRADESH,india
Vedicherla,524131,SPSR NELLORE,ANDHRA PRADESH,india
Kakivoya,524343,SPSR NELLORE,ANDHRA PRADESH,india
Topugunta,524343,SPSR NELLORE,ANDHRA PRADESH,india
Kokkupadu,524411,Tirupati,ANDHRA PRADESH,india
Kothapatnam,524411,Tirupati,ANDHRA PRADESH,india
Molaganur,524411,Tirupati,ANDHRA PRADESH,india
Zarugumalli,524411,Tirupati,ANDHRA PRADESH,india
Kallur,524123,Tirupati,ANDHRA PRADESH,india
Minamanamudi,524123,Tirupati,ANDHRA PRADESH,india
Sreedhanamalli,524123,Tirupati,ANDHRA PRADESH,india
Kattuvapalli,524123,Tirupati,ANDHRA PRADESH,india
Baddevolu,524405,SPSR NELLORE,ANDHRA PRADESH,india
Cherlopalli,524405,SPSR NELLORE,ANDHRA PRADESH,india
Kolanukuduru,524405,SPSR NELLORE,ANDHRA PRADESH,india
Pidur,524405,SPSR NELLORE,ANDHRA PRADESH,india
Vadlapudi,524405,SPSR NELLORE,ANDHRA PRADESH,india
Veerampalli,524405,SPSR NELLORE,ANDHRA PRADESH,india
Venkannapalem,524405,SPSR NELLORE,ANDHRA PRADESH,india
Graddagunta,524421,Tirupati,ANDHRA PRADESH,india
Pudur,524126,SPSR NELLORE,ANDHRA PRADESH,india
Talvaipadu,524126,SPSR NELLORE,ANDHRA PRADESH,india
Yakasiri,524126,SPSR NELLORE,ANDHRA PRADESH,india
Chintapudi,524129,Tirupati,ANDHRA PRADESH,india
Ammavaripalem,524345,SPSR NELLORE,ANDHRA PRADESH,india
Biradavolu,524345,SPSR NELLORE,ANDHRA PRADESH,india
Chittepalli,524345,SPSR NELLORE,ANDHRA PRADESH,india
Mogallur,524345,SPSR NELLORE,ANDHRA PRADESH,india
Cheropalli,524408,SPSR NELLORE,ANDHRA PRADESH,india
Gilakapadu,524408,SPSR NELLORE,ANDHRA PRADESH,india
Kandaleru Dam,524408,SPSR NELLORE,ANDHRA PRADESH,india
Sanayapalem,524408,SPSR NELLORE,ANDHRA PRADESH,india
Akkampeta,524121,Tirupati,ANDHRA PRADESH,india
Kadalur,524121,Tirupati,ANDHRA PRADESH,india
Karijatha,524121,Tirupati,ANDHRA PRADESH,india
Mannarpolur,524121,Tirupati,ANDHRA PRADESH,india
Uggumudi,524121,Tirupati,ANDHRA PRADESH,india
Josephpet,524321,SPSR NELLORE,ANDHRA PRADESH,india
Ananthamadugu,524407,SPSR NELLORE,ANDHRA PRADESH,india
Chaganam,524407,SPSR NELLORE,ANDHRA PRADESH,india
Chikavolu,524407,SPSR NELLORE,ANDHRA PRADESH,india
Palur,524407,SPSR NELLORE,ANDHRA PRADESH,india
Pothegunta,524407,SPSR NELLORE,ANDHRA PRADESH,india
Thoorpupundla,524407,SPSR NELLORE,ANDHRA PRADESH,india
Utukur,524407,SPSR NELLORE,ANDHRA PRADESH,india
Balireddypalem,524415,Tirupati,ANDHRA PRADESH,india
Muttembaka,524415,Tirupati,ANDHRA PRADESH,india
Chemudugunta,524320,SPSR NELLORE,ANDHRA PRADESH,india
Kakutur,524320,SPSR NELLORE,ANDHRA PRADESH,india
Althurupadu,524132,Tirupati,ANDHRA PRADESH,india
Chillamanur,524132,Tirupati,ANDHRA PRADESH,india
Chintagunta,524132,Tirupati,ANDHRA PRADESH,india
Mettu,524413,Tirupati,ANDHRA PRADESH,india
Vunuguntapalem,524413,Tirupati,ANDHRA PRADESH,india
Gollakandukur,524309,SPSR NELLORE,ANDHRA PRADESH,india
Pelleru,524309,SPSR NELLORE,ANDHRA PRADESH,india
Armenipadu,524402,SPSR NELLORE,ANDHRA PRADESH,india
Gurramkonda,524402,SPSR NELLORE,ANDHRA PRADESH,india
Vojilirajupalem,524402,SPSR NELLORE,ANDHRA PRADESH,india
Kogili,524127,Tirupati,ANDHRA PRADESH,india
Chintapallipadu,522017,GUNTUR,ANDHRA PRADESH,india
Kornepadu,522017,GUNTUR,ANDHRA PRADESH,india
Kurnuthala,522017,GUNTUR,ANDHRA PRADESH,india
Yamarru,522017,GUNTUR,ANDHRA PRADESH,india
Jonnalagadda,522034,GUNTUR,ANDHRA PRADESH,india
Lam Ars,522034,GUNTUR,ANDHRA PRADESH,india
Obulanaidupalem,522005,GUNTUR,ANDHRA PRADESH,india
Kommuru,522235,GUNTUR,ANDHRA PRADESH,india
Pusuluru,522235,GUNTUR,ANDHRA PRADESH,india
Mallayapalem,522019,GUNTUR,ANDHRA PRADESH,india
Malladi,522020,Palnadu,ANDHRA PRADESH,india
Muthayapalem,522020,Palnadu,ANDHRA PRADESH,india
Krishnayapalem,522502,GUNTUR,ANDHRA PRADESH,india
Kuragallu,522240,GUNTUR,ANDHRA PRADESH,india
Bethapudi,522240,GUNTUR,ANDHRA PRADESH,india
Mellempudi,522303,GUNTUR,ANDHRA PRADESH,india
Reddypalem,522509,GUNTUR,ANDHRA PRADESH,india
Takkellapadu,522509,GUNTUR,ANDHRA PRADESH,india
Venigandla,522509,GUNTUR,ANDHRA PRADESH,india
Venkatakrishnapuram,522509,GUNTUR,ANDHRA PRADESH,india
Chinapalem,522305,GUNTUR,ANDHRA PRADESH,india
Godavarru Agraharam,522305,GUNTUR,ANDHRA PRADESH,india
Garikapadu,522018,GUNTUR,ANDHRA PRADESH,india
Gorlavaripalem,522018,GUNTUR,ANDHRA PRADESH,india
Mandepudi,522018,GUNTUR,ANDHRA PRADESH,india
Ravela,522018,GUNTUR,ANDHRA PRADESH,india
Undavalli,522501,GUNTUR,ANDHRA PRADESH,india
Dondapadu,522237,GUNTUR,ANDHRA PRADESH,india
Nelapadu,522237,GUNTUR,ANDHRA PRADESH,india
Dachavaram,534444,Eluru,ANDHRA PRADESH,india
Damacherla,534444,Eluru,ANDHRA PRADESH,india
Sridharvelair,534444,Eluru,ANDHRA PRADESH,india
Repakagommu,534444,Eluru,ANDHRA PRADESH,india
CHADALAVADA.,533347,EAST GODAVARI,ANDHRA PRADESH,india
RAYANIPETA.,533352,EAST GODAVARI,ANDHRA PRADESH,india
Kachavaram,533351,Alluri Sitharama Raju,ANDHRA PRADESH,india
Nandigama,533351,Alluri Sitharama Raju,ANDHRA PRADESH,india
VISSAPURAM.,533351,Alluri Sitharama Raju,ANDHRA PRADESH,india
Jeediguppa,533349,Alluri Sitharama Raju,ANDHRA PRADESH,india
V.Kothapalem,521122,KRISHNA,ANDHRA PRADESH,india
Akumarru,521149,KRISHNA,ANDHRA PRADESH,india
Kankata,521149,KRISHNA,ANDHRA PRADESH,india
Barlapudi,521136,KRISHNA,ANDHRA PRADESH,india
Jayapuram,521328,KRISHNA,ANDHRA PRADESH,india
Ullipalem,521328,KRISHNA,ANDHRA PRADESH,india
Daliparru,521131,KRISHNA,ANDHRA PRADESH,india
K.Kothapalem,521125,KRISHNA,ANDHRA PRADESH,india
Etimogga,521120,KRISHNA,ANDHRA PRADESH,india
Pedakammavaripalem,521120,KRISHNA,ANDHRA PRADESH,india
P.G.Lanka,521156,KRISHNA,ANDHRA PRADESH,india
Ayyanki,521138,KRISHNA,ANDHRA PRADESH,india
Mekavanipalem,521002,KRISHNA,ANDHRA PRADESH,india
Pedapatnam,521002,KRISHNA,ANDHRA PRADESH,india
Pothireddipalem,521002,KRISHNA,ANDHRA PRADESH,india
Mukkollu,521332,KRISHNA,ANDHRA PRADESH,india
Venturumilli,521332,KRISHNA,ANDHRA PRADESH,india
Kurada,521356,KRISHNA,ANDHRA PRADESH,india
Vadlamannadu,521331,KRISHNA,ANDHRA PRADESH,india
Akulamannadu,521366,KRISHNA,ANDHRA PRADESH,india
Borrapothupalem,521366,KRISHNA,ANDHRA PRADESH,india
Chennuru,521366,KRISHNA,ANDHRA PRADESH,india
Lellagaruvu,521366,KRISHNA,ANDHRA PRADESH,india
Polatitippa,521004,KRISHNA,ANDHRA PRADESH,india
Edavalli,522616,Palnadu,ANDHRA PRADESH,india
Adigoppula,522612,Palnadu,ANDHRA PRADESH,india
Atmakuru,522612,Palnadu,ANDHRA PRADESH,india
Dharmavaram,522612,Palnadu,ANDHRA PRADESH,india
Karuchola,522233,Palnadu,ANDHRA PRADESH,india
Thimmapuram,522233,Palnadu,ANDHRA PRADESH,india
Vankayalapadu,522233,Palnadu,ANDHRA PRADESH,india
Sandepudi,522619,Palnadu,ANDHRA PRADESH,india
Veluru,522619,Palnadu,ANDHRA PRADESH,india
Vanikunta,522658,Palnadu,ANDHRA PRADESH,india
Chintapalle,522614,Palnadu,ANDHRA PRADESH,india
Narasimhapuri,522614,Palnadu,ANDHRA PRADESH,india
Petasannegandla,522614,Palnadu,ANDHRA PRADESH,india
Jayanthi Ramapuram,522614,Palnadu,ANDHRA PRADESH,india
Butchipapannapalem,522661,Palnadu,ANDHRA PRADESH,india
Boppudi,522626,Palnadu,ANDHRA PRADESH,india
Tubadu,522234,Palnadu,ANDHRA PRADESH,india
Kunkalagunta,522615,Palnadu,ANDHRA PRADESH,india
Santhagudipadu,522615,Palnadu,ANDHRA PRADESH,india
Mulakaluru,522660,Palnadu,ANDHRA PRADESH,india
Ravvavaram,522660,Palnadu,ANDHRA PRADESH,india
Gokanakonda,522649,Palnadu,ANDHRA PRADESH,india
Perumallapalli,522649,Palnadu,ANDHRA PRADESH,india
Kandrika,522529,GUNTUR,ANDHRA PRADESH,india
Kandlagunta,522603,Palnadu,ANDHRA PRADESH,india
Vipparlapalle,522603,Palnadu,ANDHRA PRADESH,india
Pamidipadu Agraharam,522603,Palnadu,ANDHRA PRADESH,india
Tungapadu,522603,Palnadu,ANDHRA PRADESH,india
Alavala,522617,Palnadu,ANDHRA PRADESH,india
Vadlamudivaripalem,522617,Palnadu,ANDHRA PRADESH,india
Dondapadu,522549,Palnadu,ANDHRA PRADESH,india
Endugumpalem,522549,Palnadu,ANDHRA PRADESH,india
Munagapadu,522549,GUNTUR,ANDHRA PRADESH,india
Jonnalagadda,522549,Palnadu,ANDHRA PRADESH,india
Bukkapuram,522549,Palnadu,ANDHRA PRADESH,india
Kothaluru,522646,Palnadu,ANDHRA PRADESH,india
Vayyakallu,522646,Palnadu,ANDHRA PRADESH,india
Kanumalacheruvu,522657,Palnadu,ANDHRA PRADESH,india
Chatragaddapadu,522647,Palnadu,ANDHRA PRADESH,india
Kotcherla,522647,Palnadu,ANDHRA PRADESH,india
Sivapuram,522647,Palnadu,ANDHRA PRADESH,india
Kothapalle,522409,Palnadu,ANDHRA PRADESH,india
Taduvai,522409,Palnadu,ANDHRA PRADESH,india
CHERUKUMPALEM,522409,Palnadu,ANDHRA PRADESH,india
